,학교명,구,주소
0,선화예술중학교,['광진구'],['능동']
1,서울숭신초등학교,['성동구'],['하왕십리동']
2,행당중학교,['성동구'],['행당동']
3,한양대학교사범대학부속중학교,['성동구'],['사근동']
4,자양중학교,['광진구'],['자양동']
5,용곡중학교,['광진구'],['중곡동']
6,옥정중학교,['성동구'],['옥수동']
7,양진중학교,['광진구'],[]
8,신양중학교,['광진구'],['자양동']
9,성원중학교,['성동구'],['성수동']
10,성수중학교,['성동구'],['성수동']
11,무학중학교,['성동구'],['행당동']
12,마장중학교,['성동구'],['마장동']
13,대원국제중학교,['광진구'],['중곡동']
14,동마중학교,['성동구'],['마장동']
15,동국대학교사범대학부속여자중학교,['광진구'],['구의동']
16,구의중학교,['광진구'],['화양동']
17,광희중학교,['성동구'],['응봉동']
18,광진중학교,['광진구'],['자양동']
19,광장중학교,['광진구'],['광장동']
20,광양중학교,['광진구'],['자양동']
21,광남중학교,['광진구'],['광장동']
22,경일중학교,['성동구'],['성수동']
23,경수중학교,['성동구'],['성수동']
24,건국대학교사범대학부속중학교,['광진구'],[]
25,한양초등학교,['성동구'],['사근동']
26,세종초등학교,['광진구'],['군자동']
27,성동초등학교,['광진구'],['자양동']
28,서울화양초등학교,['광진구'],['화양동']
29,서울행현초등학교,['성동구'],['행당동']
30,서울행당초등학교,['성동구'],['행당동']
31,서울중마초등학교,['광진구'],['중곡동']
32,서울중광초등학교,['광진구'],['중곡동']
33,서울장안초등학교,['광진구'],['군자동']
34,서울자양초등학교,['광진구'],['자양동']
35,서울응봉초등학교,['성동구'],['응봉동']
36,서울용마초등학교,['광진구'],['중곡동']
37,서울용답초등학교,['성동구'],[]
38,서울용곡초등학교,['광진구'],['중곡동']
39,서울옥정초등학교,['성동구'],['옥수동']
40,서울옥수초등학교,['성동구'],['금호동']
41,서울양진초등학교,['광진구'],['광장동']
42,서울양남초등학교,['광진구'],['자양동']
43,서울신자초등학교,['광진구'],['자양동']
44,서울신양초등학교,['광진구'],['자양동']
45,서울송원초등학교,['성동구'],['송정동']
46,서울성자초등학교,['광진구'],['자양동']
47,서울성수초등학교,['성동구'],['성수동']
48,서울사근초등학교,['성동구'],['사근동']
49,서울무학초등학교,['성동구'],['하왕십리동']
50,서울마장초등학교,['성동구'],['마장동']
51,서울동호초등학교,['성동구'],"['서울동', '옥수동']"
52,서울동자초등학교,['광진구'],['자양동']
53,서울동의초등학교,['광진구'],"['구의동', '서울동']"
54,서울동명초등학교,['성동구'],"['서울동', '마장동']"
55,서울금호초등학교,['성동구'],['금호동']
56,서울금옥초등학교,['성동구'],['금호동']
57,서울금북초등학교,['성동구'],['금호동']
58,서울구의초등학교,['광진구'],['화양동']
59,서울구남초등학교,['광진구'],['구의동']
60,서울광진초등학교,['광진구'],['구의동']
61,서울광장초등학교,['광진구'],['광장동']
62,서울광남초등학교,['광진구'],['광장동']
63,서울경일초등학교,['성동구'],['성수동']
64,서울경수초등학교,['성동구'],['성수동']
65,서울경동초등학교,['성동구'],"['성수동', '경동']"
66,경복초등학교,['광진구'],['능동']
67,중앙대학교사범대학부속중학교,['동작구'],['흑석동']
68,장승중학교,['동작구'],['상도동']
69,인헌중학교,['관악구'],['봉천동']
70,영등포중학교,['동작구'],['대방동']
71,신림중학교,['관악구'],['신림동']
72,신관중학교,['관악구'],['신림동']
73,숭의여자중학교,['동작구'],['대방동']
74,성보중학교,['관악구'],['신림동']
75,성남중학교,['동작구'],['대방동']
76,서울문영여자중학교,['관악구'],['봉천동']
77,상현중학교,['동작구'],['상도동']
78,상도중학교,['동작구'],['사당동']
79,삼성중학교,['관악구'],['신림동']
80,사당중학교,['동작구'],['사당동']
81,봉원중학교,['관악구'],['봉천동']
82,봉림중학교,['관악구'],['봉천동']
83,미성중학교,['관악구'],['신림동']
84,문창중학교,['동작구'],['신대방동']
85,동작중학교,['동작구'],['동작동']
86,동양중학교,['동작구'],['흑석동']
87,대방중학교,['동작구'],['신대방동']
88,당곡중학교,['관악구'],['봉천동']
89,남성중학교,['동작구'],['사당동']
90,남서울중학교,['관악구'],['신림동']
91,남강중학교,['관악구'],['신림동']
92,난우중학교,['관악구'],['신림동']
93,국사봉중학교,['동작구'],['상도동']
94,구암중학교,['관악구'],['봉천동']
95,광신중학교,['관악구'],['신림동']
96,관악중학교,['관악구'],['봉천동']
97,강현중학교,['동작구'],['상도동']
98,강남중학교,['동작구'],['대방동']
99,중앙대학교사범대학부속초등학교,['동작구'],['흑석동']
100,서울흑석초등학교,['동작구'],['흑석동']
101,서울행림초등학교,['동작구'],['사당동']
102,서울청룡초등학교,['관악구'],['봉천동']
103,서울조원초등학교,['관악구'],['신림동']
104,서울인헌초등학교,['관악구'],['봉천동']
105,서울은천초등학교,['관악구'],['봉천동']
106,서울은로초등학교,['동작구'],['흑석동']
107,서울원신초등학교,['관악구'],['신림동']
108,서울원당초등학교,['관악구'],['봉천동']
109,서울영화초등학교,['동작구'],['대방동']
110,서울영본초등학교,['동작구'],['본동']
111,서울신우초등학교,['관악구'],['신림동']
112,서울신성초등학교,['관악구'],['신림동']
113,서울신상도초등학교,['동작구'],['상도동']
114,서울신봉초등학교,['관악구'],['봉천동']
115,서울신림초등학교,['관악구'],['신림동']
116,서울신남성초등학교,['동작구'],['사당동']
117,서울신길초등학교,['동작구'],['대방동']
118,서울상현초등학교,['동작구'],['상도동']
119,서울상도초등학교,['동작구'],['상도동']
120,서울삼일초등학교,['동작구'],['사당동']
121,서울삼성초등학교,['관악구'],['신림동']
122,서울사당초등학교,['관악구'],['남현동']
123,서울봉현초등학교,['관악구'],['봉천동']
124,서울봉천초등학교,['관악구'],['봉천동']
125,서울본동초등학교,['동작구'],"['서울본동', '본동']"
126,서울보라매초등학교,['동작구'],['신대방동']
127,서울미성초등학교,['관악구'],['신림동']
128,서울문창초등학교,['동작구'],['신대방동']
129,서울동작초등학교,['동작구'],"['서울동', '사당동']"
130,서울대림초등학교,['동작구'],['대방동']
131,서울당곡초등학교,['관악구'],['봉천동']
132,서울노량진초등학교,['동작구'],['노량진동']
133,서울남성초등학교,['동작구'],['사당동']
134,서울남사초등학교,['동작구'],['사당동']
135,서울남부초등학교,['관악구'],['신림동']
136,서울난향초등학교,['관악구'],['신림동']
137,서울난우초등학교,['관악구'],['신림동']
138,서울난곡초등학교,['관악구'],['신림동']
139,서울구암초등학교,['관악구'],['봉천동']
140,서울관악초등학교,['관악구'],['봉천동']
141,서울강남초등학교,['동작구'],['상도1동']
142,강빛중학교,['강동구'],['강일동']
143,서울강빛초등학교,['강동구'],['강일동']
144,서울고현초등학교,['강동구'],[]
145,해누리중학교,['송파구'],['가락동']
146,서울해누리초등학교,['송파구'],['가락동']
147,서울강솔초등학교,['강동구'],['강일동']
148,서울위례별초등학교,['송파구'],['장지동']
149,한영중학교,['강동구'],['상일동']
150,한산중학교,['강동구'],['둔촌동']
151,풍성중학교,['송파구'],['풍납동']
152,풍납중학교,['송파구'],['풍납동']
153,천호중학교,['강동구'],['천호동']
154,천일중학교,['강동구'],['천호동']
155,정신여자중학교,['송파구'],['잠실동']
156,잠실중학교,['송파구'],['신천동']
157,잠신중학교,['송파구'],['잠실동']
158,일신여자중학교,['송파구'],['송파동']
159,오주중학교,['송파구'],['오금동']
160,오륜중학교,['송파구'],['방이동']
161,오금중학교,['송파구'],['오금동']
162,영파여자중학교,['송파구'],['풍납동']
163,아주중학교,['송파구'],['잠실동']
164,신천중학교,['송파구'],['잠실동']
165,신암중학교,['강동구'],['암사동']
166,신명중학교,['강동구'],['길동']
167,송파중학교,['송파구'],['가락동']
168,송례중학교,['송파구'],['장지동']
169,세륜중학교,['송파구'],['오금동']
170,성덕여자중학교,['강동구'],['천호동']
171,성내중학교,['강동구'],['성내동']
172,석촌중학교,['송파구'],['가락동']
173,서울체육중학교,['송파구'],['방이동']
174,상일여자중학교,['강동구'],['상일동']
175,보인중학교,['송파구'],['오금동']
176,보성중학교,['송파구'],['방이동']
177,배재중학교,['강동구'],['고덕동']
178,배명중학교,['송파구'],['삼전동']
179,방이중학교,['송파구'],['방이동']
180,방산중학교,['송파구'],['방이동']
181,문현중학교,['송파구'],['장지동']
182,문정중학교,['송파구'],['문정동']
183,명일중학교,['강동구'],['고덕동']
184,둔촌중학교,['강동구'],['둔촌동']
185,동신중학교,['강동구'],['천호동']
186,동북중학교,['강동구'],['둔촌동']
187,고덕중학교,['강동구'],['고덕동']
188,거원중학교,['송파구'],['거여동']
189,강일중학교,['강동구'],['암사동']
190,강명중학교,['강동구'],['강일동']
191,강동중학교,['강동구'],"['강동', '강일동']"
192,가원중학교,['송파구'],['가락동']
193,가락중학교,['송파구'],['송파동']
194,서울한산초등학교,['강동구'],['둔촌동']
195,서울풍성초등학교,['송파구'],['풍납동']
196,서울풍납초등학교,['송파구'],['풍납동']
197,서울평화초등학교,['송파구'],['가락동']
198,서울토성초등학교,['송파구'],['풍납동']
199,서울천호초등학교,['강동구'],['천호동']
200,서울천일초등학교,['강동구'],['천호동']
201,서울천동초등학교,['강동구'],"['서울천동', '길동']"
202,서울중대초등학교,['송파구'],['송파동']
203,서울잠현초등학교,['송파구'],['신천동']
204,서울잠전초등학교,['송파구'],['잠실동']
205,서울잠일초등학교,['송파구'],['잠실동']
206,서울잠실초등학교,['송파구'],['신천동']
207,서울잠신초등학교,['송파구'],['잠실동']
208,서울잠동초등학교,['송파구'],"['신천동', '잠동']"
209,서울위례초등학교,['강동구'],['둔촌동']
210,서울오륜초등학교,['송파구'],['방이동']
211,서울오금초등학교,['송파구'],['오금동']
212,서울영풍초등학교,['송파구'],['거여동']
213,서울아주초등학교,['송파구'],['잠실동']
214,서울신천초등학교,['송파구'],['잠실동']
215,서울신암초등학교,['강동구'],['암사동']
216,서울신명초등학교,['강동구'],['길동']
217,서울신가초등학교,['송파구'],['가락동']
218,서울송파초등학교,['송파구'],['송파동']
219,서울송전초등학교,['송파구'],['잠실동']
220,서울송례초등학교,['송파구'],['장지동']
221,서울세륜초등학교,['송파구'],['방이동']
222,서울성일초등학교,['강동구'],['성내동']
223,서울성내초등학교,['강동구'],['성내동']
224,서울선사초등학교,['강동구'],['암사동']
225,서울선린초등학교,['강동구'],['둔촌동']
226,서울석촌초등학교,['송파구'],['석촌동']
227,서울상일초등학교,['강동구'],['상일동']
228,서울삼전초등학교,['송파구'],['삼전동']
229,서울버들초등학교,['송파구'],['잠실동']
230,서울방이초등학교,['송파구'],['방이동']
231,서울방산초등학교,['송파구'],['방이동']
232,서울문현초등학교,['송파구'],['장지동']
233,서울문정초등학교,['송파구'],['문정동']
234,서울문덕초등학교,['송파구'],['문정동']
235,서울묘곡초등학교,['강동구'],['고덕동']
236,서울명일초등학교,['강동구'],['암사동']
237,서울명원초등학교,['강동구'],['명일동']
238,서울명덕초등학교,['강동구'],['고덕동']
239,서울마천초등학교,['송파구'],['마천동']
240,서울둔촌초등학교,['강동구'],['둔촌동']
241,서울대명초등학교,['강동구'],['명일동']
242,서울남천초등학교,['송파구'],['마천동']
243,서울길동초등학교,['강동구'],"['서울길동', '길동']"
244,서울고일초등학교,['강동구'],['상일동']
245,서울고명초등학교,['강동구'],['명일동']
246,서울고덕초등학교,['강동구'],['고덕동']
247,서울거원초등학교,['송파구'],['거여동']
248,서울거여초등학교,['송파구'],['오금동']
249,서울개롱초등학교,['송파구'],['오금동']
250,서울강일초등학교,['강동구'],['강일동']
251,서울강명초등학교,['강동구'],['상일동']
252,서울강동초등학교,['강동구'],"['천호동', '서울강동']"
253,서울강덕초등학교,['강동구'],['고덕동']
254,서울가주초등학교,['송파구'],['가락동']
255,서울가원초등학교,['송파구'],['문정동']
256,서울가락초등학교,['송파구'],['가락동']
257,서울가동초등학교,['송파구'],['가락동']
258,서울대학교사범대학부설중학교,['성북구'],['종암동']
259,숭곡중학교,['성북구'],['하월곡동']
260,영훈국제중학교,['강북구'],['미아동']
261,홍익대학교사범대학부속중학교,['성북구'],['성북동']
262,한성여자중학교,['성북구'],['삼선동']
263,창문여자중학교,['강북구'],['송중동']
264,신일중학교,['강북구'],['미아동']
265,성암여자중학교,['강북구'],['미아동']
266,성신여자중학교,['성북구'],['돈암동']
267,서라벌중학교,['강북구'],['우이동']
268,동구여자중학교,['성북구'],['성북동']
269,남대문중학교,['성북구'],['장위동']
270,고명중학교,['성북구'],['돈암동']
271,고려대학교사범대학부속중학교,['성북구'],['정릉동']
272,길음중학교,['성북구'],['길음동']
273,화계중학교,['강북구'],['수유동']
274,종암중학교,['성북구'],['종암동']
275,장위중학교,['성북구'],['장위동']
276,인수중학교,['강북구'],['수유동']
277,월곡중학교,['성북구'],['상월곡동']
278,용문중학교,['성북구'],['안암동']
279,수유중학교,['강북구'],['수유동']
280,수송중학교,['강북구'],['번동']
281,석관중학교,['성북구'],['석관동']
282,삼선중학교,['성북구'],['동소문동']
283,삼각산중학교,['강북구'],['미아동']
284,북악중학교,['성북구'],['정릉동']
285,번동중학교,['강북구'],"['번동', '번동']"
286,미양중학교,['강북구'],['미아동']
287,개운중학교,['성북구'],['돈암동']
288,강북중학교,['강북구'],['수유동']
289,우촌초등학교,['성북구'],['돈암동']
290,영훈초등학교,['강북구'],['미아동']
291,성신초등학교,['성북구'],['돈암동']
292,매원초등학교,['성북구'],['돈암동']
293,대광초등학교,['성북구'],['보문동']
294,광운초등학교,['성북구'],['장위동']
295,서울화계초등학교,['강북구'],['미아동']
296,서울청덕초등학교,['성북구'],['정릉동']
297,서울정수초등학교,['성북구'],['정릉동']
298,서울정릉초등학교,['성북구'],['정릉동']
299,서울정덕초등학교,['성북구'],['동소문동']
300,서울장위초등학교,['성북구'],['장위동']
301,서울장월초등학교,['성북구'],['장위동']
302,서울장곡초등학교,['성북구'],['장위동']
303,서울일신초등학교,['성북구'],['종암동']
304,서울인수초등학교,['강북구'],['수유동']
305,서울유현초등학교,['강북구'],['수유동']
306,서울월곡초등학교,['성북구'],['장위동']
307,서울우이초등학교,['강북구'],['수유동']
308,서울오현초등학교,['강북구'],['번동']
309,서울안암초등학교,['성북구'],['안암동']
310,서울숭인초등학교,['성북구'],['하월곡동']
311,서울숭례초등학교,['성북구'],['종암동']
312,서울숭덕초등학교,['성북구'],['정릉동']
313,서울숭곡초등학교,['성북구'],['하월곡동']
314,서울수유초등학교,['강북구'],[]
315,서울수송초등학교,['강북구'],['번동']
316,서울송천초등학교,['강북구'],['미아동']
317,서울송중초등학교,['강북구'],['미아동']
318,서울성북초등학교,['성북구'],['성북동']
319,서울석관초등학교,['성북구'],['석관동']
320,서울석계초등학교,['성북구'],['석관동']
321,서울삼양초등학교,['강북구'],['미아동']
322,서울삼선초등학교,['성북구'],['삼선동']
323,서울삼각산초등학교,['강북구'],['미아동']
324,서울번동초등학교,['강북구'],"['번동', '번동']"
325,서울미양초등학교,['강북구'],['미아동']
326,서울미아초등학교,['성북구'],['길음동']
327,서울동신초등학교,['성북구'],"['보문동', '서울동']"
328,서울돈암초등학교,['성북구'],['동소문동']
329,서울길음초등학교,['성북구'],['길음동']
330,서울길원초등학교,['성북구'],['길음동']
331,서울개운초등학교,['성북구'],['돈암동']
332,내곡중학교,['서초구'],['신원동']
333,서울자곡초등학교,['강남구'],['자곡동']
334,서울율현초등학교,['강남구'],['자곡동']
335,세곡중학교,['강남구'],['자곡동']
336,서울우솔초등학교,['서초구'],['우면동']
337,서울세명초등학교,['강남구'],['세곡동']
338,휘문중학교,['강남구'],['대치동']
339,진선여자중학교,['강남구'],['역삼동']
340,중동중학교,['강남구'],['중동']
341,은성중학교,['강남구'],['도곡동']
342,숙명여자중학교,['강남구'],[]
343,세화여자중학교,['서초구'],['반포동']
344,서문여자중학교,['서초구'],['방배동']
345,동덕여자중학교,['서초구'],['방배동']
346,단국대학교사범대학부속중학교,['강남구'],['대치동']
347,청담중학교,"['강남구', '압구']",['청담동']
348,이수중학교,['서초구'],['방배동']
349,원촌중학교,['서초구'],['반포동']
350,영동중학교,['서초구'],"['우면동', '영동']"
351,역삼중학교,['강남구'],['역삼동']
352,언주중학교,['강남구'],[]
353,언북중학교,['강남구'],['논현동']
354,언남중학교,['서초구'],['양재동']
355,압구정중학교,"['강남구', '압구']",['압구정동']
356,신사중학교,"['강남구', '압구']",['압구정동']
357,신반포중학교,['서초구'],['반포동']
358,신동중학교,['서초구'],"['신동', '잠원동', '신동']"
359,신구중학교,"['강남구', '압구']",['신사동']
360,수서중학교,['강남구'],['수서동']
361,서초중학교,['서초구'],['서초동']
362,서일중학교,['서초구'],['서초동']
363,서운중학교,['서초구'],['서초동']
364,봉은중학교,['강남구'],['삼성동']
365,방배중학교,['서초구'],['반포동']
366,반포중학교,['서초구'],['반포동']
367,도곡중학교,['강남구'],['도곡동']
368,대치중학교,['강남구'],['도곡동']
369,대청중학교,['강남구'],['대치동']
370,대왕중학교,['강남구'],['수서동']
371,대명중학교,['강남구'],['대치동']
372,구룡중학교,['강남구'],['개포동']
373,경원중학교,['서초구'],['잠원동']
374,개포중학교,['강남구'],['개포동']
375,개원중학교,['강남구'],['개포동']
376,서울우면초등학교,['서초구'],[]
377,서울학동초등학교,['강남구'],"['서울학동', '논현동']"
378,서울포이초등학교,['강남구'],['개포동']
379,서울청담초등학교,"['강남구', '압구']",['청담동']
380,서울잠원초등학교,['서초구'],['반포동']
381,서울일원초등학교,['강남구'],['일원동']
382,서울이수초등학교,['서초구'],['방배동']
383,서울원촌초등학교,['서초구'],['반포동']
384,서울원명초등학교,['서초구'],['서초동']
385,서울우암초등학교,['서초구'],['우면동']
386,서울왕북초등학교,['강남구'],['수서동']
387,서울영희초등학교,['강남구'],['일원동']
388,서울역삼초등학교,['강남구'],['역삼동']
389,서울언주초등학교,['강남구'],['도곡동']
390,서울언북초등학교,['강남구'],['청담동']
391,서울언남초등학교,['서초구'],['내곡동']
392,서울양전초등학교,['강남구'],[]
393,서울양재초등학교,['서초구'],['양재동']
394,서울압구정초등학교,"['강남구', '압구']",['압구정동']
395,서울신중초등학교,['서초구'],['서초동']
396,서울신동초등학교,['서초구'],"['잠원동', '신동']"
397,서울신구초등학교,"['강남구', '압구']",['신사동']
398,서울수서초등학교,['강남구'],['수서동']
399,서울서초초등학교,['서초구'],['서초동']
400,서울서일초등학교,['서초구'],['서초동']
401,서울서이초등학교,['서초구'],['서초동']
402,서울서원초등학교,['서초구'],['반포동']
403,서울서래초등학교,['서초구'],['방배동']
404,서울삼릉초등학교,['강남구'],['삼성동']
405,서울봉은초등학교,['강남구'],['삼성동']
406,서울방현초등학교,['서초구'],['방배동']
407,서울방일초등학교,['서초구'],['방배동']
408,서울방배초등학교,['서초구'],['방배동']
409,서울반포초등학교,['서초구'],['반포동']
410,서울반원초등학교,['서초구'],['잠원동']
411,서울매헌초등학교,['서초구'],['양재동']
412,서울도성초등학교,['강남구'],['역삼동']
413,서울도곡초등학교,['강남구'],['대치동']
414,서울대현초등학교,['강남구'],['대치동']
415,서울대치초등학교,['강남구'],['대치동']
416,서울대청초등학교,['강남구'],['일원동']
417,서울대진초등학교,['강남구'],['개포동']
418,서울대왕초등학교,['강남구'],['세곡동']
419,서울대모초등학교,['강남구'],['일원동']
420,서울대도초등학교,['강남구'],['도곡동']
421,서울대곡초등학교,['강남구'],['대치동']
422,서울논현초등학교,['강남구'],['논현동']
423,서울구룡초등학교,['강남구'],['개포동']
424,서울개포초등학교,['강남구'],['개포동']
425,서울개일초등학교,['강남구'],['개포동']
426,서울개원초등학교,['강남구'],['개포동']
427,계성초등학교,['서초구'],['반포동']
428,서울교육대학교부설초등학교,['서초구'],['서초동']
429,마곡하늬중학교,['강서구'],['마곡동']
430,화곡중학교,['강서구'],['내발산동']
431,영도중학교,['양천구'],['목동']
432,양정중학교,['양천구'],['목동']
433,신정여자중학교,['강서구'],[]
434,봉영여자중학교,['양천구'],['신정동']
435,명덕여자중학교,['강서구'],['내발산동']
436,마포중학교,['강서구'],['등촌동']
437,등촌중학교,['강서구'],['등촌동']
438,덕원중학교,['강서구'],['내발산동']
439,마곡중학교,['강서구'],['마곡동']
440,화원중학교,['강서구'],['화곡동']
441,월촌중학교,['양천구'],['목동']
442,염창중학교,['강서구'],['염창동']
443,염경중학교,['강서구'],['염창동']
444,양천중학교,['양천구'],['신월동']
445,양서중학교,['양천구'],['신월동']
446,양동중학교,['양천구'],"['목동', '양동']"
447,양강중학교,['양천구'],['신월동']
448,신화중학교,['양천구'],['신월동']
449,신월중학교,['양천구'],['신월동']
450,신원중학교,['양천구'],['신월동']
451,신서중학교,['양천구'],['신정동']
452,신목중학교,['양천구'],['목동']
453,신남중학교,['양천구'],['신월동']
454,수명중학교,['강서구'],['내발산동']
455,송정중학교,['강서구'],['공항동']
456,성재중학교,['강서구'],['가양동']
457,삼정중학교,['강서구'],['방화동']
458,백석중학교,['강서구'],['등촌동']
459,방화중학교,['강서구'],['방화동']
460,방원중학교,['강서구'],['방화동']
461,목일중학교,['양천구'],['신정동']
462,목운중학교,['양천구'],['목동']
463,목동중학교,['양천구'],"['신정동', '목동']"
464,등원중학교,['강서구'],['등촌동']
465,등명중학교,['강서구'],['등촌동']
466,금옥중학교,['양천구'],['신정동']
467,공항중학교,['강서구'],['공항동']
468,경서중학교,['강서구'],['가양동']
469,강신중학교,['양천구'],['신월동']
470,유석초등학교,['강서구'],['등촌동']
471,서울신은초등학교,['양천구'],['신정동']
472,서울화일초등학교,['강서구'],['화곡동']
473,서울화곡초등학교,['강서구'],['화곡동']
474,서울탑산초등학교,['강서구'],['가양동']
475,서울치현초등학교,['강서구'],[]
476,서울지향초등학교,['양천구'],['신정동']
477,서울정목초등학교,['양천구'],['목동']
478,서울정곡초등학교,['강서구'],['방화동']
479,서울장수초등학교,['양천구'],['신정동']
480,서울은정초등학교,['양천구'],[]
481,서울월촌초등학교,['양천구'],['목동']
482,서울월정초등학교,['강서구'],['화곡동']
483,서울우장초등학교,['강서구'],['화곡동']
484,서울영도초등학교,['양천구'],['목동']
485,서울염창초등학교,['강서구'],['염창동']
486,서울염동초등학교,['강서구'],"['염창동', '염동']"
487,서울염경초등학교,['강서구'],['염창동']
488,서울양화초등학교,['양천구'],['목동']
489,서울양천초등학교,['강서구'],['가양동']
490,서울양원초등학교,['양천구'],['신월동']
491,서울양목초등학교,['양천구'],['신정동']
492,서울양명초등학교,['양천구'],['신정동']
493,서울양동초등학교,['양천구'],['신정동']
494,서울양강초등학교,['양천구'],['신월동']
495,서울신정초등학교,['강서구'],['화곡동']
496,서울신월초등학교,['강서구'],['화곡동']
497,서울신원초등학교,['양천구'],['신월동']
498,서울신서초등학교,['양천구'],['신정동']
499,서울신목초등학교,['양천구'],['신정동']
500,서울신남초등학교,['양천구'],['신월동']
501,서울신기초등학교,['양천구'],['신정동']
502,서울신곡초등학교,['강서구'],['화곡동']
503,서울신강초등학교,['양천구'],['신월동']
504,서울수명초등학교,['강서구'],['내발산동']
505,서울송화초등학교,['강서구'],['방화동']
506,서울송정초등학교,['강서구'],['공항동']
507,서울서정초등학교,['양천구'],['목동']
508,서울삼정초등학교,['강서구'],['방화동']
509,서울백석초등학교,['강서구'],['등촌동']
510,서울방화초등학교,['강서구'],['방화동']
511,서울발산초등학교,['강서구'],['내발산동']
512,서울목원초등학교,['양천구'],['목동']
513,서울목운초등학교,['양천구'],['목동']
514,서울목동초등학교,['양천구'],"['신정동', '서울목동']"
515,서울등현초등학교,['강서구'],['등촌동']
516,서울등촌초등학교,['강서구'],['등촌동']
517,서울등원초등학교,['강서구'],['등촌동']
518,서울등양초등학교,['강서구'],['등촌동']
519,서울등서초등학교,['강서구'],['화곡동']
520,서울등명초등학교,['강서구'],['등촌동']
521,서울등마초등학교,['강서구'],['등촌동']
522,서울내발산초등학교,['강서구'],['내발산동']
523,서울남명초등학교,['양천구'],['신정동']
524,서울공항초등학교,['강서구'],['마곡동']
525,서울공진초등학교,['강서구'],['마곡동']
526,서울계남초등학교,['양천구'],['신정동']
527,서울경인초등학교,['양천구'],['목동']
528,서울개화초등학교,['강서구'],['방화동']
529,서울강월초등학교,['양천구'],['신월동']
530,서울강신초등학교,['양천구'],['신월동']
531,서울강서초등학교,['양천구'],['신월동']
532,서울갈산초등학교,['양천구'],['신정동']
533,서울가양초등학교,['강서구'],['가양동']
534,서울가곡초등학교,['강서구'],['내발산동']
535,남산국제유치원,['중구'],['신당동']
536,프란치스코외국인유치원,['용산구'],['한남동']
537,서울대학교사범대학부설여자중학교,['종로구'],['이화동']
538,서울대학교사범대학부설초등학교,['종로구'],['동숭동']
539,환일중학교,['중구'],['만리동']
540,한양중학교,['중구'],['신당동']
541,한강중학교,['용산구'],['서빙고동']
542,청운중학교,['종로구'],['청운동']
543,창덕여자중학교,['중구'],['정동']
544,중앙중학교,['종로구'],['계동']
545,장충중학교,['중구'],['신당동']
546,장원중학교,['중구'],['신당동']
547,용산중학교,['용산구'],['용산동']
548,용강중학교,['용산구'],['이촌동']
549,오산중학교,['용산구'],['보광동']
550,예원학교,['중구'],['정동']
551,신광여자중학교,['용산구'],['청파동']
552,성심여자중학교,['용산구'],[]
553,선린중학교,['용산구'],['청파동']
554,상명대학교사범대학부속여자중학교,['종로구'],['홍지동']
555,보성여자중학교,['용산구'],['용산동']
556,배화여자중학교,['종로구'],['필운동']
557,배문중학교,['용산구'],['서계동']
558,동성중학교,['종로구'],['혜화동']
559,덕수중학교,['중구'],['인현동']
560,덕성여자중학교,['종로구'],['송현동']
561,대신중학교,['종로구'],['행촌동']
562,대경중학교,['중구'],['신당동']
563,금호여자중학교,"['중구', '청구']","['본관동', '신당동']"
564,경신중학교,['종로구'],['혜화동']
565,운현초등학교,['종로구'],['운니동']
566,신광초등학교,['용산구'],"['청파동', '청파동']"
567,숭의초등학교,['중구'],['예장동']
568,서울흥인초등학교,"['중구', '청구']",['신당동']
569,서울후암초등학교,['용산구'],['후암동']
570,서울효제초등학교,['종로구'],['효제동']
571,서울혜화초등학교,['종로구'],['혜화동']
572,서울한남초등학교,['용산구'],['한남동']
573,서울한강초등학교,['용산구'],[]
574,서울충무초등학교,['중구'],['장충동']
575,서울청파초등학교,['용산구'],['청파동']
576,서울청운초등학교,['종로구'],['청운동']
577,서울청구초등학교,['중구'],['신당동']
578,서울창신초등학교,['종로구'],['창신동']
579,서울재동초등학교,['종로구'],"['서울재동', '가회동']"
580,서울장충초등학교,"['중구', '청구']",['신당동']
581,서울이태원초등학교,['용산구'],['이태원동']
582,서울원효초등학교,['용산구'],['산천동']
583,서울용암초등학교,['용산구'],['용산동']
584,서울용산초등학교,['용산구'],[]
585,서울신용산초등학교,['용산구'],['이촌동']
586,서울신당초등학교,['중구'],['신당동']
587,서울세검정초등학교,['종로구'],['신영동']
588,서울서빙고초등학교,['용산구'],['서빙고동']
589,서울삼광초등학교,['용산구'],['후암동']
590,서울봉래초등학교,['중구'],['만리동']
591,서울보광초등학교,['용산구'],['이태원동']
592,서울명신초등학교,['종로구'],['창신동']
593,서울매동초등학교,['종로구'],"['서울매동', '필운동']"
594,서울독립문초등학교,['종로구'],['무악동']
595,서울덕수초등학교,['중구'],['정동']
596,서울남정초등학교,['용산구'],[]
597,서울남산초등학교,['중구'],['남산동']
598,서울금양초등학교,['용산구'],['효창동']
599,서울교동초등학교,['종로구'],['경운동']
600,서울광희초등학교,['중구'],['신당동']
601,상명대학교사범대학부속초등학교,['종로구'],['홍지동']
602,리라초등학교,['중구'],['예장동']
603,동산초등학교,['중구'],['신당동']
604,한국삼육중학교,['노원구'],['공릉동']
605,효문중학교,['도봉구'],['쌍문동']
606,한천중학교,['노원구'],['공릉동']
607,하계중학교,['노원구'],['하계동']
608,태랑중학교,['노원구'],['공릉동']
609,청원중학교,['노원구'],['상계동']
610,창일중학교,['도봉구'],['창동']
611,창북중학교,['도봉구'],['창동']
