,학교명,구,주소
978,서울전곡초등학교,['동대문구'],['전농동']
979,서울장평초등학교,['동대문구'],['전농동']
980,서울이문초등학교,['동대문구'],['이문동']
981,서울원묵초등학교,['중랑구'],['묵동']
982,서울용두초등학교,['동대문구'],['용두동']
983,서울안평초등학교,['동대문구'],['장안동']
984,서울신현초등학교,['중랑구'],['신내동']
985,서울신묵초등학교,['중랑구'],['묵동']
986,서울신답초등학교,['동대문구'],['답십리동']
987,서울신내초등학교,['중랑구'],['신내동']
988,서울상봉초등학교,['중랑구'],['상봉동']
989,서울봉화초등학교,['중랑구'],['신내동']
990,서울배봉초등학교,['동대문구'],['전농동']
991,서울묵현초등학교,['중랑구'],[]
992,서울묵동초등학교,['중랑구'],"['서울묵동', '중화동']"
993,서울면중초등학교,['중랑구'],['면목동']
994,서울면일초등학교,['중랑구'],['망우동']
995,서울면북초등학교,['중랑구'],['망우동']
996,서울면목초등학교,['중랑구'],['면목동']
997,서울면동초등학교,['중랑구'],"['면목동', '면동']"
998,서울면남초등학교,['중랑구'],['면목동']
999,서울망우초등학교,['중랑구'],['망우동']
1000,서울동원초등학교,['중랑구'],"['서울동', '망우동']"
1001,서울동답초등학교,['동대문구'],"['답십리동', '서울동']"
1002,서울답십리초등학교,['동대문구'],['답십리동']
1003,서울군자초등학교,['동대문구'],['장안동']
1004,금성초등학교,['중랑구'],['신내동']
1005,경희초등학교,['동대문구'],['회기동']
1006,용산철도고등학교,['용산구'],[]
1007,용산철도고등학교,['용산구'],[]
1008,용산철도고등학교,['용산구'],[]
1009,용산철도고등학교,['용산구'],[]
1010,용산철도고등학교,['용산구'],[]
1011,용산철도고등학교,['용산구'],[]
1012,용산철도고등학교,['용산구'],[]
1013,용산철도고등학교,['용산구'],[]
1014,용산철도고등학교,['용산구'],[]
1015,용산철도고등학교,['용산구'],[]
1016,용산철도고등학교,['용산구'],[]
1017,용산철도고등학교,['용산구'],[]
1018,용산철도고등학교,['용산구'],[]
1019,용산철도고등학교,['용산구'],[]
1020,용산철도고등학교,['용산구'],[]
1021,용산철도고등학교,['용산구'],[]
1022,용산철도고등학교,['용산구'],[]
1023,용산철도고등학교,['용산구'],[]
1024,용산철도고등학교,['용산구'],[]
1025,용산철도고등학교,['용산구'],[]
1026,용산철도고등학교,['용산구'],[]
1027,용산철도고등학교,['용산구'],[]
1028,용산철도고등학교,['용산구'],[]
1029,용산철도고등학교,['용산구'],[]
1030,용산철도고등학교,['용산구'],[]
1031,서울동산고등학교,['노원구'],['공릉동']
1032,서울동산고등학교,['노원구'],['공릉동']
1033,서울동산고등학교,['노원구'],['공릉동']
1034,서울동산고등학교,['노원구'],['공릉동']
1035,서울동산고등학교,['노원구'],['공릉동']
1036,서울동산고등학교,['노원구'],['공릉동']
1037,서울동산고등학교,['노원구'],['공릉동']
1038,서울동산고등학교,['노원구'],['공릉동']
1039,서울동산고등학교,['노원구'],['공릉동']
1040,서울동산고등학교,['노원구'],['공릉동']
1041,서울동산고등학교,['노원구'],['공릉동']
1042,서울동산고등학교,['노원구'],['공릉동']
1043,서울동산고등학교,['노원구'],['공릉동']
1044,서울동산고등학교,['노원구'],['공릉동']
1045,서울동산고등학교,['노원구'],['공릉동']
1046,서울동산고등학교,['노원구'],['공릉동']
1047,서울동산고등학교,['노원구'],['공릉동']
1048,서울동산고등학교,['노원구'],['공릉동']
1049,서울동산고등학교,['노원구'],['공릉동']
1050,서울동산고등학교,['노원구'],['공릉동']
1051,서울동산고등학교,['노원구'],['공릉동']
1052,인덕과학기술고등학교,['노원구'],['월계동']
1053,인덕과학기술고등학교,['노원구'],['월계동']
1054,인덕과학기술고등학교,['노원구'],['월계동']
1055,인덕과학기술고등학교,['노원구'],['월계동']
1056,인덕과학기술고등학교,['노원구'],['월계동']
1057,인덕과학기술고등학교,['노원구'],['월계동']
1058,인덕과학기술고등학교,['노원구'],['월계동']
1059,인덕과학기술고등학교,['노원구'],['월계동']
1060,인덕과학기술고등학교,['노원구'],['월계동']
1061,인덕과학기술고등학교,['노원구'],['월계동']
1062,인덕과학기술고등학교,['노원구'],['월계동']
1063,인덕과학기술고등학교,['노원구'],['월계동']
1064,인덕과학기술고등학교,['노원구'],['월계동']
1065,인덕과학기술고등학교,['노원구'],['월계동']
1066,인덕과학기술고등학교,['노원구'],['월계동']
1067,인덕과학기술고등학교,['노원구'],['월계동']
1068,인덕과학기술고등학교,['노원구'],['월계동']
1069,서울신정고등학교,['강서구'],['화곡동']
1070,서울신정고등학교,['강서구'],['화곡동']
1071,서울신정고등학교,['강서구'],['화곡동']
1072,서울신정고등학교,['강서구'],['화곡동']
1073,서울신정고등학교,['강서구'],['화곡동']
1074,서울신정고등학교,['강서구'],['화곡동']
1075,서울신정고등학교,['강서구'],['화곡동']
1076,서울신정고등학교,['강서구'],['화곡동']
1077,서울신정고등학교,['강서구'],['화곡동']
1078,서울신정고등학교,['강서구'],['화곡동']
1079,서울신정고등학교,['강서구'],['화곡동']
1080,서울신정고등학교,['강서구'],['화곡동']
1081,서울신정고등학교,['강서구'],['화곡동']
1082,서울신정고등학교,['강서구'],['화곡동']
1083,서울신정고등학교,['강서구'],['화곡동']
1084,서울신정고등학교,['강서구'],['화곡동']
1085,서울신정고등학교,['강서구'],['화곡동']
1086,서울신정고등학교,['강서구'],['화곡동']
1087,서울신정고등학교,['강서구'],['화곡동']
1088,서울신정고등학교,['강서구'],['화곡동']
1089,서울신정고등학교,['강서구'],['화곡동']
1090,서울신정고등학교,['강서구'],['화곡동']
1091,서울신정고등학교,['강서구'],['화곡동']
1092,서울신정고등학교,['강서구'],['화곡동']
1093,서일문화예술고등학교,['종로구'],['창신동']
1094,서일문화예술고등학교,['종로구'],['창신동']
1095,서일문화예술고등학교,['종로구'],['창신동']
1096,서일문화예술고등학교,['종로구'],['창신동']
1097,서일문화예술고등학교,['종로구'],['창신동']
1098,서일문화예술고등학교,['종로구'],['창신동']
1099,서일문화예술고등학교,['종로구'],['창신동']
1100,서일문화예술고등학교,['종로구'],['창신동']
1101,서일문화예술고등학교,['종로구'],['창신동']
1102,서일문화예술고등학교,['종로구'],['창신동']
1103,동명생활경영고등학교,['은평구'],['대조동']
1104,동명생활경영고등학교,['은평구'],['대조동']
1105,동명생활경영고등학교,['은평구'],['대조동']
1106,동명생활경영고등학교,['은평구'],['대조동']
1107,동명생활경영고등학교,['은평구'],['대조동']
1108,동명생활경영고등학교,['은평구'],['대조동']
1109,동명생활경영고등학교,['은평구'],['대조동']
1110,동명생활경영고등학교,['은평구'],['대조동']
1111,동명생활경영고등학교,['은평구'],['대조동']
1112,동명생활경영고등학교,['은평구'],['대조동']
1113,동명생활경영고등학교,['은평구'],['대조동']
1114,동명생활경영고등학교,['은평구'],['대조동']
1115,동명생활경영고등학교,['은평구'],['대조동']
1116,단국대학교부속소프트웨어고등학교,['강남구'],['대치동']
1117,단국대학교부속소프트웨어고등학교,['강남구'],['대치동']
1118,단국대학교부속소프트웨어고등학교,['강남구'],['대치동']
1119,단국대학교부속소프트웨어고등학교,['강남구'],['대치동']
1120,단국대학교부속소프트웨어고등학교,['강남구'],['대치동']
1121,단국대학교부속소프트웨어고등학교,['강남구'],['대치동']
1122,단국대학교부속소프트웨어고등학교,['강남구'],['대치동']
1123,단국대학교부속소프트웨어고등학교,['강남구'],['대치동']
1124,단국대학교부속소프트웨어고등학교,['강남구'],['대치동']
1125,단국대학교부속소프트웨어고등학교,['강남구'],['대치동']
1126,단국대학교부속소프트웨어고등학교,['강남구'],['대치동']
1127,광신방송예술고등학교,['관악구'],['신림동']
1128,광신방송예술고등학교,['관악구'],['신림동']
1129,광신방송예술고등학교,['관악구'],['신림동']
1130,광신방송예술고등학교,['관악구'],['신림동']
1131,광신방송예술고등학교,['관악구'],['신림동']
1132,광신방송예술고등학교,['관악구'],['신림동']
1133,광신방송예술고등학교,['관악구'],['신림동']
1134,광신방송예술고등학교,['관악구'],['신림동']
1135,광신방송예술고등학교,['관악구'],['신림동']
1136,광신방송예술고등학교,['관악구'],['신림동']
1137,광신방송예술고등학교,['관악구'],['신림동']
1138,광신방송예술고등학교,['관악구'],['신림동']
1139,광신방송예술고등학교,['관악구'],['신림동']
1140,광신방송예술고등학교,['관악구'],['신림동']
1141,광신방송예술고등학교,['관악구'],['신림동']
1142,고명외식고등학교,['성북구'],['돈암동']
1143,고명외식고등학교,['성북구'],['돈암동']
1144,고명외식고등학교,['성북구'],['돈암동']
1145,고명외식고등학교,['성북구'],['돈암동']
1146,고명외식고등학교,['성북구'],['돈암동']
1147,고명외식고등학교,['성북구'],['돈암동']
1148,고명외식고등학교,['성북구'],['돈암동']
1149,고명외식고등학교,['성북구'],['돈암동']
1150,고명외식고등학교,['성북구'],['돈암동']
1151,고명외식고등학교,['성북구'],['돈암동']
1152,고명외식고등학교,['성북구'],['돈암동']
1153,고명외식고등학교,['성북구'],['돈암동']
1154,고명외식고등학교,['성북구'],['돈암동']
1155,고명외식고등학교,['성북구'],['돈암동']
1156,고명외식고등학교,['성북구'],['돈암동']
1157,고명외식고등학교,['성북구'],['돈암동']
1158,고명외식고등학교,['성북구'],['돈암동']
1159,서울의료보건고등학교,['중구'],['만리동']
1160,서울의료보건고등학교,['중구'],['만리동']
1161,서울의료보건고등학교,['중구'],['만리동']
1162,서울의료보건고등학교,['중구'],['만리동']
1163,서울의료보건고등학교,['중구'],['만리동']
1164,서울의료보건고등학교,['중구'],['만리동']
1165,서울의료보건고등학교,['중구'],['만리동']
1166,서울의료보건고등학교,['중구'],['만리동']
1167,서울의료보건고등학교,['중구'],['만리동']
1168,서울의료보건고등학교,['중구'],['만리동']
1169,서울의료보건고등학교,['중구'],['만리동']
1170,서울서진학교,['강서구'],['가양동']
1171,서울도솔학교,['도봉구'],[]
1172,서울나래학교,['서초구'],['염곡동']
1173,영락의료과학고등학교,['관악구'],['봉천동']
1174,영락의료과학고등학교,['관악구'],['봉천동']
1175,영락의료과학고등학교,['관악구'],['봉천동']
1176,영락의료과학고등학교,['관악구'],['봉천동']
1177,영락의료과학고등학교,['관악구'],['봉천동']
1178,영락의료과학고등학교,['관악구'],['봉천동']
1179,영락의료과학고등학교,['관악구'],['봉천동']
1180,영락의료과학고등학교,['관악구'],['봉천동']
1181,영락의료과학고등학교,['관악구'],['봉천동']
1182,영락의료과학고등학교,['관악구'],['봉천동']
1183,영락의료과학고등학교,['관악구'],['봉천동']
1184,영락의료과학고등학교,['관악구'],['봉천동']
1185,영락의료과학고등학교,['관악구'],['봉천동']
1186,영락의료과학고등학교,['관악구'],['봉천동']
1187,영락의료과학고등학교,['관악구'],['봉천동']
1188,덜위치칼리지서울영국학교,['서초구'],['반포동']
1189,서울새롬학교,['관악구'],['봉천동']
1190,서울효정학교,['강북구'],['미아동']
1191,풍문고등학교,['강남구'],['자곡동']
1192,풍문고등학교,['강남구'],['자곡동']
1193,풍문고등학교,['강남구'],['자곡동']
1194,풍문고등학교,['강남구'],['자곡동']
1195,서울다솜관광고등학교,['종로구'],['숭인동']
1196,서울다솜관광고등학교,['종로구'],['숭인동']
1197,서울다솜관광고등학교,['종로구'],['숭인동']
1198,서울다솜관광고등학교,['종로구'],['숭인동']
1199,금호고등학교,['성동구'],['금호동']
1200,금호고등학교,['성동구'],['금호동']
1201,도선고등학교,['성동구'],['하왕십리동']
1202,도선고등학교,['성동구'],['하왕십리동']
1203,금천문화예술정보학교,['금천구'],['독산동']
1204,금천문화예술정보학교,['금천구'],['독산동']
1205,금천문화예술정보학교,['금천구'],['독산동']
1206,금천문화예술정보학교,['금천구'],['독산동']
1207,금천문화예술정보학교,['금천구'],['독산동']
1208,금천문화예술정보학교,['금천구'],['독산동']
1209,금천문화예술정보학교,['금천구'],['독산동']
1210,금천문화예술정보학교,['금천구'],['독산동']
1211,금천문화예술정보학교,['금천구'],['독산동']
1212,금천문화예술정보학교,['금천구'],['독산동']
1213,금천문화예술정보학교,['금천구'],['독산동']
1214,금천문화예술정보학교,['금천구'],['독산동']
1215,금천문화예술정보학교,['금천구'],['독산동']
1216,금천문화예술정보학교,['금천구'],['독산동']
1217,금천문화예술정보학교,['금천구'],['독산동']
1218,금천문화예술정보학교,['금천구'],['독산동']
1219,금천문화예술정보학교,['금천구'],['독산동']
1220,금천문화예술정보학교,['금천구'],['독산동']
1221,금천문화예술정보학교,['금천구'],['독산동']
1222,신진과학기술고등학교,['은평구'],['응암동']
1223,신진과학기술고등학교,['은평구'],['응암동']
1224,신진과학기술고등학교,['은평구'],['응암동']
1225,신진과학기술고등학교,['은평구'],['응암동']
1226,신진과학기술고등학교,['은평구'],['응암동']
1227,신진과학기술고등학교,['은평구'],['응암동']
1228,신진과학기술고등학교,['은평구'],['응암동']
1229,신진과학기술고등학교,['은평구'],['응암동']
1230,신진과학기술고등학교,['은평구'],['응암동']
1231,신진과학기술고등학교,['은평구'],['응암동']
1232,신진과학기술고등학교,['은평구'],['응암동']
1233,신진과학기술고등학교,['은평구'],['응암동']
1234,신진과학기술고등학교,['은평구'],['응암동']
1235,신진과학기술고등학교,['은평구'],['응암동']
1236,신진과학기술고등학교,['은평구'],['응암동']
1237,선정국제관광고등학교,['은평구'],['갈현동']
1238,선정국제관광고등학교,['은평구'],['갈현동']
1239,선정국제관광고등학교,['은평구'],['갈현동']
1240,선정국제관광고등학교,['은평구'],['갈현동']
1241,선정국제관광고등학교,['은평구'],['갈현동']
1242,선정국제관광고등학교,['은평구'],['갈현동']
1243,선정국제관광고등학교,['은평구'],['갈현동']
1244,선정국제관광고등학교,['은평구'],['갈현동']
1245,선정국제관광고등학교,['은평구'],['갈현동']
1246,계성고등학교,['성북구'],['길음동']
1247,계성고등학교,['성북구'],['길음동']
1248,계성고등학교,['성북구'],['길음동']
1249,계성고등학교,['성북구'],['길음동']
1250,서울항공비즈니스고등학교,['강서구'],['방화동']
1251,서울항공비즈니스고등학교,['강서구'],['방화동']
1252,서울항공비즈니스고등학교,['강서구'],['방화동']
1253,서울항공비즈니스고등학교,['강서구'],['방화동']
1254,서울항공비즈니스고등학교,['강서구'],['방화동']
1255,서울항공비즈니스고등학교,['강서구'],['방화동']
1256,서울항공비즈니스고등학교,['강서구'],['방화동']
1257,서울항공비즈니스고등학교,['강서구'],['방화동']
1258,서울항공비즈니스고등학교,['강서구'],['방화동']
1259,서울항공비즈니스고등학교,['강서구'],['방화동']
1260,서울항공비즈니스고등학교,['강서구'],['방화동']
1261,서울항공비즈니스고등학교,['강서구'],['방화동']
1262,서울항공비즈니스고등학교,['강서구'],['방화동']
1263,서울항공비즈니스고등학교,['강서구'],['방화동']
1264,서울항공비즈니스고등학교,['강서구'],['방화동']
1265,서울항공비즈니스고등학교,['강서구'],['방화동']
1266,서울항공비즈니스고등학교,['강서구'],['방화동']
1267,서울항공비즈니스고등학교,['강서구'],['방화동']
1268,서울항공비즈니스고등학교,['강서구'],['방화동']
1269,서울항공비즈니스고등학교,['강서구'],['방화동']
1270,오디세이학교,['종로구'],['숭인동']
1271,오디세이학교,['종로구'],['숭인동']
1272,서울다원학교,['성북구'],['성북동']
1273,누리학교,['동작구'],['대방동']
1274,대경상업고등학교,['중구'],['신당동']
1275,대경상업고등학교,['중구'],['신당동']
1276,대경상업고등학교,['중구'],['신당동']
1277,대경상업고등학교,['중구'],['신당동']
1278,대경상업고등학교,['중구'],['신당동']
1279,대경상업고등학교,['중구'],['신당동']
1280,대경상업고등학교,['중구'],['신당동']
1281,대경상업고등학교,['중구'],['신당동']
1282,대경상업고등학교,['중구'],['신당동']
1283,대경상업고등학교,['중구'],['신당동']
1284,대경상업고등학교,['중구'],['신당동']
1285,대경상업고등학교,['중구'],['신당동']
1286,대경상업고등학교,['중구'],['신당동']
1287,대경상업고등학교,['중구'],['신당동']
1288,대경상업고등학교,['중구'],['신당동']
1289,대경상업고등학교,['중구'],['신당동']
1290,대경상업고등학교,['중구'],['신당동']
1291,대경상업고등학교,['중구'],['신당동']
1292,대경상업고등학교,['중구'],['신당동']
1293,서울실용음악고등학교,['중구'],['신당동']
1294,서울실용음악고등학교,['중구'],['신당동']
1295,서울실용음악고등학교,['중구'],['신당동']
1296,서울실용음악고등학교,['중구'],['신당동']
1297,서울실용음악고등학교,['중구'],['신당동']
1298,서울실용음악고등학교,['중구'],['신당동']
1299,서울실용음악고등학교,['중구'],['신당동']
1300,서울실용음악고등학교,['중구'],['신당동']
1301,서울실용음악고등학교,['중구'],['신당동']
1302,서울컨벤션고등학교,['강동구'],['고덕동']
1303,서울컨벤션고등학교,['강동구'],['고덕동']
1304,서울컨벤션고등학교,['강동구'],['고덕동']
1305,서울컨벤션고등학교,['강동구'],['고덕동']
1306,서울컨벤션고등학교,['강동구'],['고덕동']
1307,서울컨벤션고등학교,['강동구'],['고덕동']
1308,서울컨벤션고등학교,['강동구'],['고덕동']
1309,서울컨벤션고등학교,['강동구'],['고덕동']
1310,서울컨벤션고등학교,['강동구'],['고덕동']
1311,서울컨벤션고등학교,['강동구'],['고덕동']
1312,서울컨벤션고등학교,['강동구'],['고덕동']
1313,서초문화예술정보학교,['서초구'],['서초동']
1314,서초문화예술정보학교,['서초구'],['서초동']
1315,서초문화예술정보학교,['서초구'],['서초동']
1316,서초문화예술정보학교,['서초구'],['서초동']
1317,서초문화예술정보학교,['서초구'],['서초동']
1318,은평문화예술정보학교,['은평구'],['응암동']
1319,은평문화예술정보학교,['은평구'],['응암동']
1320,은평문화예술정보학교,['은평구'],['응암동']
1321,은평문화예술정보학교,['은평구'],['응암동']
1322,은평문화예술정보학교,['은평구'],['응암동']
1323,은평문화예술정보학교,['은평구'],['응암동']
1324,은평문화예술정보학교,['은평구'],['응암동']
1325,은평문화예술정보학교,['은평구'],['응암동']
1326,은평문화예술정보학교,['은평구'],['응암동']
1327,은평문화예술정보학교,['은평구'],['응암동']
1328,서울드와이트외국인학교,['마포구'],['상암동']
1329,대일관광고등학교,['양천구'],['신정동']
1330,대일관광고등학교,['양천구'],['신정동']
1331,대일관광고등학교,['양천구'],['신정동']
1332,대일관광고등학교,['양천구'],['신정동']
1333,대일관광고등학교,['양천구'],['신정동']
1334,대일관광고등학교,['양천구'],['신정동']
1335,대일관광고등학교,['양천구'],['신정동']
1336,대일관광고등학교,['양천구'],['신정동']
1337,대일관광고등학교,['양천구'],['신정동']
1338,대일관광고등학교,['양천구'],['신정동']
1339,대일관광고등학교,['양천구'],['신정동']
1340,대일관광고등학교,['양천구'],['신정동']
1341,대일관광고등학교,['양천구'],['신정동']
1342,동일여자상업고등학교,['금천구'],['시흥동']
1343,동일여자상업고등학교,['금천구'],['시흥동']
1344,동일여자상업고등학교,['금천구'],['시흥동']
1345,동일여자상업고등학교,['금천구'],['시흥동']
1346,동일여자상업고등학교,['금천구'],['시흥동']
1347,동일여자상업고등학교,['금천구'],['시흥동']
1348,동일여자상업고등학교,['금천구'],['시흥동']
1349,동일여자상업고등학교,['금천구'],['시흥동']
1350,동일여자상업고등학교,['금천구'],['시흥동']
1351,동일여자상업고등학교,['금천구'],['시흥동']
1352,동일여자상업고등학교,['금천구'],['시흥동']
1353,동일여자상업고등학교,['금천구'],['시흥동']
1354,동일여자상업고등학교,['금천구'],['시흥동']
1355,동일여자상업고등학교,['금천구'],['시흥동']
1356,동일여자상업고등학교,['금천구'],['시흥동']
1357,동일여자상업고등학교,['금천구'],['시흥동']
1358,동일여자상업고등학교,['금천구'],['시흥동']
1359,동일여자상업고등학교,['금천구'],['시흥동']
1360,예림디자인고등학교,['구로구'],['궁동']
1361,예림디자인고등학교,['구로구'],['궁동']
1362,예림디자인고등학교,['구로구'],['궁동']
1363,예림디자인고등학교,['구로구'],['궁동']
1364,예림디자인고등학교,['구로구'],['궁동']
1365,예림디자인고등학교,['구로구'],['궁동']
1366,예림디자인고등학교,['구로구'],['궁동']
1367,예림디자인고등학교,['구로구'],['궁동']
1368,예림디자인고등학교,['구로구'],['궁동']
1369,예림디자인고등학교,['구로구'],['궁동']
1370,예림디자인고등학교,['구로구'],['궁동']
1371,예림디자인고등학교,['구로구'],['궁동']
1372,예림디자인고등학교,['구로구'],['궁동']
1373,예림디자인고등학교,['구로구'],['궁동']
1374,예림디자인고등학교,['구로구'],['궁동']
1375,서울도시과학기술고등학교,['성북구'],['하월곡동']
1376,서울도시과학기술고등학교,['성북구'],['하월곡동']
1377,서울도시과학기술고등학교,['성북구'],['하월곡동']
1378,서울도시과학기술고등학교,['성북구'],['하월곡동']
1379,서울도시과학기술고등학교,['성북구'],['하월곡동']
1380,서울도시과학기술고등학교,['성북구'],['하월곡동']
1381,서울도시과학기술고등학교,['성북구'],['하월곡동']
1382,서울도시과학기술고등학교,['성북구'],['하월곡동']
1383,서울도시과학기술고등학교,['성북구'],['하월곡동']
1384,서울도시과학기술고등학교,['성북구'],['하월곡동']
1385,서울도시과학기술고등학교,['성북구'],['하월곡동']
1386,서울도시과학기술고등학교,['성북구'],['하월곡동']
1387,서울도시과학기술고등학교,['성북구'],['하월곡동']
1388,서울도시과학기술고등학교,['성북구'],['하월곡동']
1389,서울도시과학기술고등학교,['성북구'],['하월곡동']
1390,서울도시과학기술고등학교,['성북구'],['하월곡동']
1391,서울도시과학기술고등학교,['성북구'],['하월곡동']
1392,서울도시과학기술고등학교,['성북구'],['하월곡동']
1393,서울도시과학기술고등학교,['성북구'],['하월곡동']
1394,서울도시과학기술고등학교,['성북구'],['하월곡동']
1395,서울도시과학기술고등학교,['성북구'],['하월곡동']
1396,서울도시과학기술고등학교,['성북구'],['하월곡동']
1397,서울도시과학기술고등학교,['성북구'],['하월곡동']
1398,성덕고등학교,['강동구'],['천호동']
1399,성덕고등학교,['강동구'],['천호동']
1400,성덕고등학교,['강동구'],['천호동']
1401,성덕고등학교,['강동구'],['천호동']
1402,성덕고등학교,['강동구'],['천호동']
1403,성덕고등학교,['강동구'],['천호동']
1404,성덕고등학교,['강동구'],['천호동']
1405,성덕고등학교,['강동구'],['천호동']
1406,가재울고등학교,['서대문구'],['북가좌동']
1407,가재울고등학교,['서대문구'],['북가좌동']
1408,가재울고등학교,['서대문구'],['북가좌동']
1409,가재울고등학교,['서대문구'],['북가좌동']
1410,학력인정 청량정보고등학교(2년제),['동대문구'],['전농동']
1411,학력인정 청량정보고등학교(2년제),['동대문구'],['전농동']
1412,학력인정 한림연예예술고등학교,['송파구'],['장지동']
1413,학력인정 한림연예예술고등학교,['송파구'],['장지동']
1414,학력인정 한림연예예술고등학교,['송파구'],['장지동']
1415,학력인정 한림연예예술고등학교,['송파구'],['장지동']
1416,학력인정 한림연예예술고등학교,['송파구'],['장지동']
1417,학력인정 한림연예예술고등학교,['송파구'],['장지동']
1418,학력인정 한림실업고등학교(2년제),['송파구'],['장지동']
1419,학력인정 한림실업고등학교(2년제),['송파구'],['장지동']
1420,학력인정 한림중학교(2년제),['송파구'],['장지동']
1421,학력인정 한림초등학교(4년제),['송파구'],['장지동']
1422,학력인정 청암중학교(2년제),['노원구'],['중계동']
1423,학력인정 청암고등학교(2년제),['노원구'],['중계동']
1424,학력인정 청암고등학교(2년제),['노원구'],['중계동']
1425,학력인정 진형중학교(2년제),['종로구'],['숭인동']
1426,학력인정 진형고등학교(2년제),['종로구'],['숭인동']
1427,학력인정 진형고등학교(2년제),['종로구'],['숭인동']
1428,학력인정 일성여자중학교(2년제),['마포구'],['염리동']
1429,학력인정 일성여자고등학교(2년제),['마포구'],['염리동']
1430,학력인정 일성여자고등학교(2년제),['마포구'],['염리동']
1431,학력인정 신동신중학교(2년제),['동작구'],"['사당동', '신동']"
1432,학력인정 신동신정보산업고등학교(2년제),['동작구'],"['사당동', '신동']"
1433,학력인정 신동신정보산업고등학교(2년제),['동작구'],"['사당동', '신동']"
1434,학력인정 성지중학교(2년제),['강서구'],['화곡동']
1435,학력인정 성지고등학교(2년제),['강서구'],['화곡동']
1436,학력인정 성지고등학교(2년제),['강서구'],['화곡동']
1437,학력인정 성지중.고등학교(중),['강서구'],['화곡동']
1438,학력인정 성지중.고등학교(고),['강서구'],['화곡동']
1439,학력인정 성지중.고등학교(고),['강서구'],['화곡동']
1440,학력인정 성지중.고등학교(고),['강서구'],['화곡동']
1441,학력인정 성지중.고등학교(고),['강서구'],['화곡동']
1442,학력인정 성지중.고등학교(고),['강서구'],['화곡동']
1443,학력인정 성지중.고등학교(고),['강서구'],['화곡동']
1444,학력인정 청량정보고등학교,['동대문구'],['전농동']
1445,학력인정 청량정보고등학교,['동대문구'],['전농동']
1446,학력인정 정암미용고등학교(2년제),['동대문구'],['청량리동']
1447,학력인정 정암미용고등학교(2년제),['동대문구'],['청량리동']
1448,학력인정 서울자동차고등학교,['용산구'],"['효창동', '서울자동']"
1449,학력인정 서울자동차고등학교,['용산구'],"['효창동', '서울자동']"
1450,학력인정 서울자동차고등학교,['용산구'],"['효창동', '서울자동']"
1451,학력인정 서울자동차고등학교,['용산구'],"['효창동', '서울자동']"
1452,학력인정 신동신중.정보산업고등학교,['동작구'],"['사당동', '신동']"
1453,학력인정 신동신중.정보산업고등학교,['동작구'],"['사당동', '신동']"
1454,학력인정 신동신중.정보산업고등학교,['동작구'],"['사당동', '신동']"
1455,휘봉고등학교,['동대문구'],['휘경동']
1456,휘봉고등학교,['동대문구'],['휘경동']
1457,휘봉고등학교,['동대문구'],['휘경동']
1458,휘봉고등학교,['동대문구'],['휘경동']
1459,잠일고등학교,['송파구'],['잠실동']
1460,잠일고등학교,['송파구'],['잠실동']
1461,잠일고등학교,['송파구'],['잠실동']
1462,잠일고등학교,['송파구'],['잠실동']
1463,구암고등학교,['관악구'],['봉천동']
1464,구암고등학교,['관악구'],['봉천동']
1465,구암고등학교,['관악구'],['봉천동']
1466,구암고등학교,['관악구'],['봉천동']
1467,서울대학교사범대학부설고등학교,['성북구'],['종암동']
1468,서울대학교사범대학부설고등학교,['성북구'],['종암동']
1469,서울대학교사범대학부설고등학교,['성북구'],['종암동']
1470,서울대학교사범대학부설고등학교,['성북구'],['종암동']
1471,꿈타래학교,['관악구'],['신림동']
1472,꿈타래학교,['관악구'],['신림동']
1473,화곡보건경영고등학교,['강서구'],['내발산동']
1474,화곡보건경영고등학교,['강서구'],['내발산동']
1475,화곡보건경영고등학교,['강서구'],['내발산동']
1476,화곡보건경영고등학교,['강서구'],['내발산동']
1477,화곡보건경영고등학교,['강서구'],['내발산동']
1478,화곡보건경영고등학교,['강서구'],['내발산동']
1479,화곡보건경영고등학교,['강서구'],['내발산동']
1480,화곡보건경영고등학교,['강서구'],['내발산동']
1481,화곡보건경영고등학교,['강서구'],['내발산동']
1482,화곡보건경영고등학교,['강서구'],['내발산동']
1483,화곡보건경영고등학교,['강서구'],['내발산동']
1484,화곡보건경영고등학교,['강서구'],['내발산동']
1485,화곡보건경영고등학교,['강서구'],['내발산동']
1486,화곡보건경영고등학교,['강서구'],['내발산동']
1487,화곡보건경영고등학교,['강서구'],['내발산동']
1488,화곡보건경영고등학교,['강서구'],['내발산동']
1489,화곡보건경영고등학교,['강서구'],['내발산동']
1490,영신간호비즈니스고등학교,['노원구'],['중계동']
1491,영신간호비즈니스고등학교,['노원구'],['중계동']
1492,영신간호비즈니스고등학교,['노원구'],['중계동']
1493,영신간호비즈니스고등학교,['노원구'],['중계동']
1494,영신간호비즈니스고등학교,['노원구'],['중계동']
1495,영신간호비즈니스고등학교,['노원구'],['중계동']
1496,영신간호비즈니스고등학교,['노원구'],['중계동']
1497,영신간호비즈니스고등학교,['노원구'],['중계동']
1498,영신간호비즈니스고등학교,['노원구'],['중계동']
1499,영신간호비즈니스고등학교,['노원구'],['중계동']
1500,영신간호비즈니스고등학교,['노원구'],['중계동']
1501,영신간호비즈니스고등학교,['노원구'],['중계동']
1502,영신간호비즈니스고등학교,['노원구'],['중계동']
